"","equipment.id","attributes.name","attributes.value","styles.id"
"159","200419125","Warranty Maximum Mileage","50000",101418219
"160","200419125","Warranty Miles Limited/unlimited","L",101418219
"161","200419125","Warranty Years Limited/unlimited","L",101418219
"162","200419125","Warranty Maximum Years","4",101418219
"163","200419125","Warranty Type","Basic",101418219
"164","200419126","Warranty Maximum Mileage","70000",101418219
"165","200419126","Warranty Miles Limited/unlimited","L",101418219
"166","200419126","Warranty Years Limited/unlimited","L",101418219
"167","200419126","Warranty Maximum Years","6",101418219
"168","200419126","Warranty Type","Drivetrain",101418219
"169","200419127","Warranty Maximum Mileage","50000",101418219
"170","200419127","Warranty Miles Limited/unlimited","L",101418219
"171","200419127","Warranty Years Limited/unlimited","L",101418219
"172","200419127","Warranty Maximum Years","4",101418219
"173","200419127","Warranty Type","Roadside",101418219
"174","200374621","Vehicle Collision Notification","Vehicle Collision Notification",200701416
"175","200374621","Vehicle Locator","Vehicle locator",200701416
"176","200374621","Sent To Navigation Function","Sent-to Navigation Function",200701416
"177","200374621","Poi Search","POI Search",200701416
"178","200374621","Stolen Vehicle Tracking/assistance","Stolen Vehicle Tracking/Assistance",200701416
"179","200374621","Remote Door Unlock","Remote Door Unlock",200701416
"180","200374621","Destination Guidance (turn By Turn Navigation)","Destination guidance (also Turn-by-Turn Navigation)",200701416
"181","200374621","Airbag Deployment Notification","Airbag Deployment Notification",200701416
"182","200374621","Destination Download","Destination Download",200701416
"183","200374621","Text Message/memo Display","Text Message/Memo Display",200701416
"184","200374621","Dealer Service Contact","Dealer Service contact",200701416
"185","200374621","Traffic Information","Traffic Information",200701416
"186","200374621","Vehicle Diagnostics","Vehicle Diagnostics",200701416
"187","200374621","Weather Information","Weather Information",200701416
"188","200374621","Customer Relations/vehicle Information","Customer Relations/Vehicle Information",200701416
"189","200374621","Remote Door Lock","Remote Door Lock",200701416
"190","20070141632","Cargo Capacity, All Seats In Place","12.3",200701416
"191","20070141633","Satellite Communications","AcuraLink",200701416
"192","20070141633","Months Of Free Satellite Communications Service","3",200701416
"193","20070141633","Bluetooth","Bluetooth",200701416
"194","20070141635","External Temperature Gauge","external temperature display",200701416
"195","20070141635","Compass","compass",200701416
"196","20070141635","Tire Pressure Monitoring System","tire pressure monitoring",200701416
"197","20070141635","Low Fuel Level Indicator","low fuel level",200701416
"198","20070141635","Tachometer","tachometer",200701416
"199","20070141635","Trip Computer","trip computer",200701416
"200","20070141635","Clock","clock",200701416
"201","20070141636","Exterior Camera","rear view with wide-angle and top view camera",200701416
"202","20070141637","Number Of Doors","4",200701416
"203","20070141638","Front Fog Lights","front fog/driving lights",200701416
"204","20070141638","Exterior Entry Lights","exterior entry lighting",200701416
"205","20070141638","Headlights Auto Delay","auto delay off",200701416
"206","20070141638","Daytime Running Lights","daytime running lights",200701416
"207","20070141638","Xenon Headlights","xenon high intensity discharge",200701416
"208","20070141638","Headlights Dusk Sensor","dusk sensing",200701416
"209","20070141641","Number Of Passenger Seat Manual Adjustments","4",200701416
"210","20070141641","Heated Passenger Seat","multi-level heating",200701416
"211","20070141642","Auto Dimming Rearview Mirror","electrochromatic",200701416
"212","20070141642","1st Row Vanity Mirrors","dual illuminated vanity mirrors",200701416
"213","20070141642","Turn Signal Side Mirrors","turn signal in mirrors",200701416
"214","20070141642","Exterior Mirror Adjustment","power",200701416
"215","20070141642","Heated Exterior Mirrors","heated",200701416
"216","20070141642","Reverse Tilt Side Mirrors","driver mirror",200701416
"217","20070141643","Power Steering","electric speed-proportional power steering",200701416
"218","20070141644","1st Row Seat Type","bucket",200701416
"219","20070141644","Adjustable Seat Headrest","height adjustable headrests",200701416
"220","20070141644","1st Row Upholstery","leather",200701416
"221","20070141644","Number Of 1st Row Headrests","2",200701416
"222","20070141644","Seat Whiplash Protection","whiplash protection system",200701416
"223","20070141645","2nd Row Leg Room","34.0",200701416
"224","20070141645","1st Row Hip Room","50.2",200701416
"225","20070141645","2nd Row Shoulder Room","53.5",200701416
"226","20070141645","1st Row Leg Room","42.3",200701416
"227","20070141645","1st Row Head Room","38.0",200701416
"228","20070141645","2nd Row Head Room","35.9",200701416
"229","20070141645","2nd Row Hip Room","51.7",200701416
"230","20070141645","Epa Interior Volume","101.6",200701416
"231","20070141645","1st Row Shoulder Room","55.6",200701416
"232","20070141646","Spare Tire Size","temporary",200701416
"233","20070141646","Spare Tire Mount Location","inside",200701416
"234","20070141647","Emergency Trunk Release","interior trunk release",200701416
"235","20070141649","Power Outlet(s)","12V",200701416
"236","20070141650","Overall Width Without Mirrors","70.6",200701416
"237","20070141650","Wheelbase","105.1",200701416
"238","20070141650","Overall Length","179.1",200701416
"239","20070141650","Overall Height","55.6",200701416
"240","20070141650","Maximum Ground Clearance","6.2",200701416
"241","20070141651","Remote Window Operation","remote window operation",200701416
"242","20070141651","Rain Sensing Front Wipers","rain sensing",200701416
"243","20070141651","Speed Sensitive Front Wipers","speed sensitive",200701416
"244","20070141651","One Touch Windows","2",200701416
"245","20070141651","Power Windows","power windows",200701416
"246","20070141651","Intermittent Front Wipers","intermittent",200701416
"247","20070141651","Rear Defogger","rear defogger",200701416
"248","20070141652","Steering Wheel Adjustments","tilt and telescopic",200701416
"249","20070141652","Cruise Controls On Steering Wheel","cruise controls",200701416
"250","20070141652","Transmission Controls On Steering Wheel","gear shift controls",200701416
"251","20070141652","Steering Wheel Trim","leather",200701416
"252","20070141652","Audio Controls On Steering Wheel","audio controls",200701416
"253","20070141652","Phone Controls On Steering Wheel","phone controls on steering wheel",200701416
"254","20070141655","Cupholders Location","front and rear",200701416
"255","20070141655","Seatback Storage","front seatback storage",200701416
"256","20070141655","Door Pockets Location","front and rear",200701416
"257","20070141655","Center Console","front console with storage",200701416
"258","20070141656","One Touch Power Sunroof","one-touch power sunroof",200701416
"259","20070141656","Remote Sunroof Operation","remote sunroof operation",200701416
"260","20070141656","Sunroof","power glass",200701416
"261","20070141657","1st Row Seating Capacity","2",200701416
"262","20070141657","2nd Row Seating Capacity","3",200701416
"263","20070141658","Front Air Conditioning Zones","dual",200701416
"264","20070141658","Front Air Conditioning","automatic climate control",200701416
"265","20070141658","Sun Sensor","Sun sensor",200701416
"266","20070141658","Air Filtration","interior air filtration",200701416
"267","20070141659","Final Drive Ratio","4.44",200701416
"268","20070141660","Seatbelt Pretensioners","front",200701416
"269","20070141660","Seatbelt Force Limiters","front",200701416
"270","20070141660","2nd Row Center Seatbelt","3-point belt",200701416
"271","20070141661","Front Suspension Classification","independent",200701416
"272","20070141661","Rear Spring Type","coil springs",200701416
"273","20070141661","Independent Suspension","four-wheel",200701416
"274","20070141661","Rear Arm Type","trailing links, lateral links",200701416
"275","20070141661","Rear Suspension Type","multi-link",200701416
"276","20070141661","Front Arm Type","lower control arms",200701416
"277","20070141661","Rear Suspension Classification","independent",200701416
"278","20070141661","Front Stabilizer Bar","stabilizer bar",200701416
"279","20070141661","Front Spring Type","coil springs",200701416
"280","20070141661","Rear Stabilizer Bar","stabilizer bar",200701416
"281","20070141661","Front Suspension Type","MacPherson strut",200701416
"282","20070141663","Ege Highway Mpg","35",200701416
"283","20070141663","Epa Combined Mpg","28",200701416
"284","20070141663","Epa City Mpg","24",200701416
"285","20070141663","Curb Weight","2970",200701416
"286","20070141663","Turning Diameter","36.1",200701416
"287","20070141663","Epa Highway Mpg","35",200701416
"288","20070141663","Tco Curb Weight","2970",200701416
"289","20070141663","Ege Combined Mpg","28",200701416
"290","20070141663","Fuel Capacity","13.2",200701416
"291","20070141663","Ege City Mpg","24",200701416
"292","20070141664","Rear Brake Type","disc",200701416
"293","20070141664","Front Brake Type","ventilated disc",200701416
"294","20070141664","Antilock Braking System","4-wheel ABS",200701416
"295","20070141664","Braking Assist","braking assist",200701416
"296","20070141665","Driven Wheels","front wheel drive",200701416
"297","20070141666","Cruise Control","cruise control",200701416
"298","20070141666","Floor Mats","floor mats",200701416
"299","20070141666","Universal Remote Transmitter","universal remote transmitter",200701416
"300","20070141666","Floor Mat Material","carpet",200701416
"301","20070141668","Height Adjustable Driver Seat","height adjustable",200701416
"302","20070141668","Number Of Driver Seat Power Adjustments","8",200701416
"303","20070141668","Heated Driver Seat","multi-level heating",200701416
"304","20070141669","Engine Immobilizer","engine immobilizer",200701416
"305","20070141669","Power Door Locks","hands-free entry",200701416
"306","20070141669","Anti Theft Alarm System","remote anti-theft alarm system",200701416
"307","20070141671","Head Airbags","front and rear",200701416
"308","20070141671","Passenger Airbag Deactivation","occupant sensing deactivation",200701416
"309","20070141671","Side Airbags","dual front",200701416
"310","20070141672","Navigation System","navigation with voice activation",200701416
"311","20070141672","Real Time Traffic","real time traffic",200701416
"312","20070141673","Folding 2nd Row","one-piece folding",200701416
"313","20070141673","2nd Row Seat Type","bench",200701416
"314","20070141673","Adjustable 2nd Row Headrests","height adjustable headrests",200701416
"315","20070141673","Number Of 2nd Row Headrests","3",200701416
"316","20070141673","2nd Row Center Armrest","folding with storage",200701416
"317","200701424","Warranty Maximum Mileage","50000",200701416
"318","200701424","Warranty End Date","09-Sep-2099",200701416
"319","200701424","Warranty Start Date","19-Jun-2014",200701416
"320","200701424","Warranty Miles Limited/unlimited","L",200701416
"321","200701424","Warranty Years Limited/unlimited","L",200701416
"322","200701424","Warranty Maximum Years","4",200701416
"323","200701424","Warranty Type","Basic",200701416
"324","200701425","Warranty End Date","09-Sep-2099",200701416
"325","200701425","Warranty Start Date","19-Jun-2014",200701416
"326","200701425","Warranty Miles Limited/unlimited","U",200701416
"327","200701425","Warranty Years Limited/unlimited","L",200701416
"328","200701425","Warranty Maximum Years","5",200701416
"329","200701425","Warranty Type","Rust",200701416
"330","200701426","Warranty Maximum Mileage","50000",200701416
"331","200701426","Warranty End Date","09-Sep-2099",200701416
"332","200701426","Warranty Start Date","19-Jun-2014",200701416
"333","200701426","Warranty Miles Limited/unlimited","L",200701416
"334","200701426","Warranty Years Limited/unlimited","L",200701416
"335","200701426","Warranty Maximum Years","4",200701416
"336","200701426","Warranty Type","Roadside",200701416
"337","200701427","Warranty Maximum Mileage","70000",200701416
"338","200701427","Warranty End Date","09-Sep-2099",200701416
"339","200701427","Warranty Start Date","19-Jun-2014",200701416
"340","200701427","Warranty Miles Limited/unlimited","L",200701416
"341","200701427","Warranty Years Limited/unlimited","L",200701416
"342","200701427","Warranty Maximum Years","6",200701416
"343","200701427","Warranty Type","Drivetrain",200701416
"344","200701431","Hard Drive","built-in hard drive",200701416
"345","200701431","Total Number Of Speakers","10",200701416
"346","200701431","Cd Player","single CD player",200701416
"347","200701431","Cd Mp3 Playback","CD MP3 Playback",200701416
"348","200701431","Speed Sensitive Volume Control","speed sensitive volume control",200701416
"349","200701431","Radio","AM/FM",200701416
"350","200701431","Satellite Radio","satellite radio",200701416
"351","200701431","Surround Audio","surround audio",200701416
"352","200701431","Months Of Provided Satellite Radio Service","3",200701416
"353","200701431","Subwoofer","1",200701416
"354","200701431","Digital Audio Input","auxiliary audio input and USB with external media control",200701416
"355","200701431","Antenna Type","mast",200701416
"356","200701431","Usb Connection","USB connection",200701416
"357","200701431","Dvd Audio","DVD-Audio",200701416
"358","200701431","Radio Data System","radio data system",200701416
"359","200701432","Rear Tire Width","215",200701416
"360","200701432","Rear Tire Load Rating","87",200701416
"361","200701432","Rear Tire Prefix","P",200701416
"362","200701432","Tire Type","all season",200701416
"363","200701432","Rear Tire Diameter","17",200701416
"364","200701432","Rear Tire Profile","45",200701416
"365","200701432","Rear Tire Speed Rating","V",200701416
"366","200701433","Rim Type","alloy",200701416
"367","200701433","Rear Wheel Diameter","17",200701416
"368","200701433","Rear Wheel Width","7.0",200701416
"369","10065068110","Cargo Capacity, All Seats In Place","14.8",100650681
"370","10065068110","Cargo Capacity, Rear Seat Down Or Removed","49.6",100650681
"371","10065068110","Max Cargo Capacity","81.5",100650681
"372","10065068112","External Temperature Gauge","external temperature display",100650681
"373","10065068112","Tire Pressure Monitoring System","tire pressure monitoring",100650681
"374","10065068112","Low Fuel Level Indicator","low fuel level",100650681
"375","10065068112","Tachometer","tachometer",100650681
"376","10065068112","Trip Computer","trip computer",100650681
"377","10065068112","Clock","clock",100650681
"378","10065068113","Liftgate Window","fixed",100650681
"379","10065068113","Rear Door Type","liftgate",100650681
"380","10065068113","Number Of Doors","4",100650681
"381","10065068114","Front Fog Lights","front fog/driving lights",100650681
"382","10065068114","Headlights Auto Delay","auto delay off",100650681
"383","10065068114","Headlights Dusk Sensor","dusk sensing",100650681
"384","10065068117","Heated Passenger Seat","heated",100650681
"385","10065068117","Number Of Passenger Seat Power Adjustments","8",100650681
"386","10065068118","Auto Dimming Rearview Mirror","electrochromatic",100650681
"387","10065068118","1st Row Vanity Mirrors","dual illuminated vanity mirrors",100650681
"388","10065068118","Passenger Side Mirror Adjustment","power",100650681
"389","10065068118","Exterior Mirror Adjustment","power",100650681
"390","10065068118","Heated Exterior Mirrors","heated",100650681
"391","10065068118","Heated Passenger Side Mirror","heated",100650681
"392","10065068119","Power Steering","speed-proportional power steering",100650681
"393","10065068120","1st Row Seat Type","bucket",100650681
"394","10065068120","Adjustable Seat Headrest","height adjustable headrests",100650681
"395","10065068120","1st Row Upholstery","leather",100650681
"396","10065068120","Number Of 1st Row Headrests","2",100650681
"397","10065068121","2nd Row Leg Room","37.8",100650681
"398","10065068121","3rd Row Shoulder Room","58.6",100650681
"399","10065068121","3rd Row Leg Room","29.3",100650681
"400","10065068121","3rd Row Hip Room","48.5",100650681
"401","10065068121","1st Row Hip Room","56.9",100650681
"402","10065068121","3rd Row Head Room","36.1",100650681
"403","10065068121","2nd Row Shoulder Room","61.1",100650681
"404","10065068121","1st Row Leg Room","41.5",100650681
"405","10065068121","1st Row Head Room","38.4",100650681
"406","10065068121","2nd Row Head Room","39.0",100650681
"407","10065068121","2nd Row Hip Room","56.3",100650681
"408","10065068121","1st Row Shoulder Room","61.2",100650681
"409","10065068122","Spare Wheel Rim Type","steel",100650681
"410","10065068122","Spare Tire Size","temporary",100650681
"411","10065068122","Spare Tire Mount Location","inside",100650681
"412","10065068124","Cargo Area Power Outlet","12V",100650681
"413","10065068124","Power Outlet(s)","12V",100650681
"414","10065068125","Overall Width Without Mirrors","77.0",100650681
"415","10065068125","Wheelbase","106.3",100650681
"416","10065068125","Minimum Ground Clearance","8.0",100650681
"417","10065068125","Overall Length","188.7",100650681
"418","10065068125","Overall Height","68.7",100650681
"419","10065068125","Rear Track","66.5",100650681
"420","10065068125","Front Track","66.3",100650681
"421","10065068126","Privacy Glass","privacy glass",100650681
"422","10065068126","Speed Sensitive Front Wipers","speed sensitive",100650681
"423","10065068126","One Touch Windows","1",100650681
"424","10065068126","Power Windows","power windows",100650681
"425","10065068126","Rear Wiper","intermittent rear wiper",100650681
"426","10065068126","Intermittent Front Wipers","intermittent",100650681
"427","10065068126","Rear Defogger","rear defogger",100650681
"428","10065068127","Steering Wheel Adjustments","tilt-adjustable",100650681
"429","10065068127","Cruise Controls On Steering Wheel","cruise controls",100650681
"430","10065068127","Steering Wheel Trim","leather",100650681
"431","10065068127","Audio Controls On Steering Wheel","audio controls",100650681
"432","10065068130","Cupholders Location","front, rear and 3rd row",100650681
"433","10065068130","Seatback Storage","front seatback storage",100650681
"434","10065068130","Door Pockets Location","front and rear",100650681
"435","10065068130","Overhead Console","overhead console with storage",100650681
"436","10065068130","Center Console","front console with storage",100650681
"437","10065068131","Sunroof","power glass",100650681
"438","10065068132","1st Row Seating Capacity","2",100650681
"439","10065068132","2nd Row Seating Capacity","3",100650681
"440","10065068132","3rd Row Seating Capacity","2",100650681
"441","10065068133","Front Air Conditioning Zones","single",100650681
"442","10065068133","Front Air Conditioning","automatic climate control",100650681
"443","10065068133","Rear Heat","rear ventilation ducts",100650681
"444","10065068133","Rear Air Conditioning","automatic climate control",100650681
"445","10065068133","Rear Air Conditioning Zones","single",100650681
"446","10065068133","Air Filtration","interior air filtration",100650681
"447","10065068134","Locking Rear Differential","locking rear differential",100650681
"448","10065068134","Final Drive Ratio","4.38",100650681
"449","10065068135","Seatbelt Pretensioners","front",100650681
"450","10065068135","Seatbelt Force Limiters","front",100650681
"451","10065068135","2nd Row Center Seatbelt","3-point belt",100650681
"452","10065068136","Independent Suspension","four-wheel",100650681
"453","10065068136","Rear Suspension Type","multi-link",100650681
"454","10065068136","Front Suspension Type","MacPherson strut",100650681
"455","10065068137","Angle Of Approach","28.0",100650681
"456","10065068137","Epa Combined Mpg","17",100650681
"457","10065068137","Ege Highway Mpg","21",100650681
"458","10065068137","Epa City Mpg","15",100650681
"459","10065068137","Curb Weight","4471",100650681
"460","10065068137","Turning Diameter","38.0",100650681
"461","10065068137","Angle Of Departure","21.0",100650681
"462","10065068137","Epa Highway Mpg","21",100650681
"463","10065068137","Tco Curb Weight","4471",100650681
"464","10065068137","Ege Combined Mpg","17",100650681
"465","10065068137","Fuel Capacity","20.4",100650681
"466","10065068137","Ege City Mpg","15",100650681
"467","10065068137","Towing Capacity","4500",100650681
"468","10065068138","Rear Brake Width","0.4",100650681
"469","10065068138","Front Brake Width","1.1",100650681
"470","10065068138","Rear Brake Type","disc",100650681
"471","10065068138","Electronic Brakeforce Distribution","electronic brakeforce distribution",100650681
"472","10065068138","Front Brake Diameter","11.8",100650681
"473","10065068138","Front Brake Type","ventilated disc",100650681
"474","10065068138","Antilock Braking System","4-wheel ABS",100650681
"475","10065068138","Braking Assist","braking assist",100650681
"476","10065068138","Rear Brake Diameter","12.3",100650681
"477","10065068139","Driven Wheels","all wheel drive",100650681
"478","10065068140","Cruise Control","cruise control",100650681
"479","10065068140","Floor Mats","floor mats",100650681
"480","10065068140","Universal Remote Transmitter","universal remote transmitter",100650681
"481","10065068140","2nd Row Floor Mats","rear floor mats",100650681
"482","10065068140","Cargo Area Light","cargo area light",100650681
"483","10065068140","Reading Lights","front and rear reading lights",100650681
"484","10065068140","Floor Mat Material","carpet",100650681
"485","10065068142","Height Adjustable Driver Seat","height adjustable",100650681
"486","10065068142","Number Of Driver Seat Power Adjustments","8",100650681
"487","10065068142","Heated Driver Seat","heated",100650681
"488","10065068143","Engine Immobilizer","engine immobilizer",100650681
"489","10065068143","Power Door Locks","remote keyless power door locks",100650681
"490","10065068143","Anti Theft Alarm System","remote anti-theft alarm system",100650681
"491","10065068143","2 Stage Unlocking","remote 2-stage unlocking",100650681
"492","10065068144","Folding 3rd Row","manual folding split-bench",100650681
"493","10065068144","3rd Row Seat Type","50-50 split bench",100650681
"494","10065068144","Number Of 3rd Row Headrests","2",100650681
"495","10065068146","Head Airbags","front, rear and third row",100650681
"496","10065068146","Passenger Airbag Deactivation","occupant sensing deactivation",100650681
"497","10065068146","Side Curtain Airbag Rollover Sensor","side-curtain airbag rollover sensor",100650681
"498","10065068146","Side Airbags","dual front",100650681
"499","10065068146","Passenger Airbag","Standard",100650681
"500","10065068146","Depowered Airbags","Standard",100650681
"501","10065068147","Folding 2nd Row","split folding",100650681
"502","10065068147","2nd Row Seat Type","bench",100650681
"503","10065068147","Adjustable 2nd Row Headrests","height adjustable headrests",100650681
"504","10065068147","Number Of 2nd Row Headrests","3",100650681
