"","styles.id","styles.name","styles.trim","styles.make.id","styles.make.name","styles.make.niceName","styles.model.id","styles.model.name","styles.model.niceName","styles.year.id","styles.year.year","styles.submodel.body","styles.submodel.modelName","styles.submodel.niceName","stylesCount","cars.make","cars.model","cars.year","cars.api","styles.submodel.fuel","styles.submodel.tuner"
"24",200484372,"SE 4dr Sedan w/Connectivity, Sunroof (1.8L 4cyl Turbo 5M)","SE",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"25",200484362,"SE PZEV 4dr Sedan (1.8L 4cyl Turbo 6A)","SE PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"26",200484348,"S 4dr Sedan (2.0L 4cyl 5M)","S",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"27",200484357,"TDI 4dr Sedan (2.0L 4cyl Turbodiesel 6AM)","TDI",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"28",200484374,"SE 4dr Sedan w/Connectivity, Sunroof (1.8L 4cyl Turbo 6A)","SE",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"29",200484347,"S 4dr Sedan (2.0L 4cyl 6A)","S",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"30",200484356,"TDI 4dr Sedan (2.0L 4cyl Turbodiesel 6M)","TDI",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"31",200484360,"TDI 4dr Sedan w/Premium (2.0L 4cyl Turbodiesel 6M)","TDI",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"32",200676303,"TDI Value Edition 4dr Sedan (2.0L 4cyl Turbodiesel 6M)","TDI Value Edition",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"33",200484368,"SE PZEV 4dr Sedan w/Connectivity (1.8L 4cyl Turbo 6A)","SE PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"34",200484358,"TDI 4dr Sedan w/Premium, Navigation (2.0L 4cyl Turbodiesel 6M)","TDI",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"35",200484373,"SE PZEV 4dr Sedan w/Connectivity, Sunroof (1.8L 4cyl Turbo 6A)","SE PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"36",200484376,"SEL 4dr Sedan (1.8L 4cyl Turbo 6A)","SEL",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"37",200484367,"SE 4dr Sedan w/Connectivity (1.8L 4cyl Turbo 6A)","SE",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"38",200484361,"SE PZEV 4dr Sedan (1.8L 4cyl Turbo 5M)","SE PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"39",200484369,"SE 4dr Sedan w/Connectivity (1.8L 4cyl Turbo 5M)","SE",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"40",200676304,"TDI Value Edition 4dr Sedan (2.0L 4cyl Turbodiesel 6AM)","TDI Value Edition",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"41",200484371,"SE PZEV 4dr Sedan w/Connectivity, Sunroof (1.8L 4cyl Turbo 5M)","SE PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"42",200484349,"4dr Sedan (2.0L 4cyl 5M)","Base",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"43",200484363,"SE 4dr Sedan (1.8L 4cyl Turbo 5M)","SE",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"44",200484370,"SE PZEV 4dr Sedan w/Connectivity (1.8L 4cyl Turbo 5M)","SE PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"45",200484375,"SEL PZEV 4dr Sedan (1.8L 4cyl Turbo 6A)","SEL PZEV",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"46",200484359,"TDI 4dr Sedan w/Premium, Navigation (2.0L 4cyl Turbodiesel 6AM)","TDI",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"47",200484364,"SE 4dr Sedan (1.8L 4cyl Turbo 6A)","SE",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Sedan","sedan",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"48",200484355,"TDI 4dr Sedan w/Premium (2.0L 4cyl Turbodiesel 6AM)","TDI",200000238,"Volkswagen","volkswagen","Volkswagen_Jetta","Jetta","jetta",200484093,2014,"Sedan","Jetta Diesel","diesel",25,"volkswagen","jetta","2014","https://api.edmunds.com/api/vehicle/v2/volkswagen/jetta/2014/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Diesel",NA
"49",101209922,"DX 2dr Coupe (1.8L 4cyl 5M)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"50",101209938,"DX 4dr Sedan (1.8L 4cyl 5M)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"51",101209956,"Si 4dr Sedan w/Nav (2.0L 4cyl 6M)","Si",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Si","si",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,"Si"
"52",101209930,"EX-L 2dr Coupe (1.8L 4cyl 5M)","EX-L",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"53",101209928,"EX 2dr Coupe w/Nav (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"54",101209923,"DX 2dr Coupe (1.8L 4cyl 5A)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"55",101209958,"Hybrid 4dr Sedan (1.3L 4cyl gas/electric hybrid CVT)","Hybrid",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Hybrid","hybrid",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Hybrid",NA
"56",101209948,"EX 4dr Sedan w/Nav (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"57",101209947,"EX 4dr Sedan (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"58",101209926,"EX 2dr Coupe (1.8L 4cyl 5M)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"59",101209962,"GX 4dr Sedan (1.8L 4cyl 5A)","GX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Natural Gas","natural-gas",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Natural Gas",NA
"60",101209949,"EX 4dr Sedan w/Nav (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"61",101209939,"DX 4dr Sedan (1.8L 4cyl 5A)","DX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"62",101209960,"Hybrid 4dr Sedan w/Lthr (1.3L 4cyl gas/electric hybrid CVT)","Hybrid",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Hybrid","hybrid",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Hybrid",NA
"63",101209931,"EX-L 2dr Coupe (1.8L 4cyl 5A)","EX-L",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"64",101209927,"EX 2dr Coupe (1.8L 4cyl 5A)","EX",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Coupe","Civic Coupe","coupe",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"65",101209950,"EX-L 4dr Sedan (1.8L 4cyl 5M)","EX-L",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"66",101209940,"DX-VP 4dr Sedan (1.8L 4cyl 5M)","DX-VP",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Sedan","sedan",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez",NA,NA
"67",101209959,"Hybrid 4dr Sedan w/Nav (1.3L 4cyl gas/electric hybrid CVT)","Hybrid",200001444,"Honda","honda","Honda_Civic","Civic","civic",100529531,2010,"Sedan","Civic Hybrid","hybrid",41,"honda","civic","2010","https://api.edmunds.com/api/vehicle/v2/honda/civic/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez","Hybrid",NA
