"","make.id","make.name","make.niceName","model.id","model.name","model.niceName","style.id","style.name","style.submodel.body","style.submodel.fuel","style.submodel.modelName","style.submodel.niceName","style.trim","year.id","year.year","grade","date","summary","ratings.title","ratings.grade","ratings.score","ratings.summary","title","score","style.submodel.tuner"
"11",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","The ILX is pretty spacious for a compact car, other than limited front headroom. We were especially impressed with the amount of rear seat room. ","Interior","B",7,"A cohesive and functional layout puts all primary and secondary controls within easy reach of the driver. Visibility is good thanks to a backup camera and smallish pillars. The interior would rank higher if the rear seatbacks folded flat.","Space/Room",8,NA
"12",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"A","7/3/2012","No visibility issues to speak of. Plenty of glass all around limits blindspots. And a rearview camera on our test car displayed a clear view of obstacles.","Interior","B",7,"A cohesive and functional layout puts all primary and secondary controls within easy reach of the driver. Visibility is good thanks to a backup camera and smallish pillars. The interior would rank higher if the rear seatbacks folded flat.","Visibility",8.5,NA
"13",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"C","7/3/2012","Cargo room is impacted by the battery pack. Overall trunk space, at 10.0 cu-ft, is a bit below average for non-hybrid sedans in this class. The rear seatbacks don't fold flat. ","Interior","B",7,"A cohesive and functional layout puts all primary and secondary controls within easy reach of the driver. Visibility is good thanks to a backup camera and smallish pillars. The interior would rank higher if the rear seatbacks folded flat.","Cargo/Storage",5.5,NA
"14",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","All parts and pieces are aligned as they should be. There are some hard plastics, just as with its competitors. The Acura is simply screwed together better. ","Value","B",7,"Build quality is excellent for the segment, with nice, well-aligned trim pieces. With a starting price of $34,400 the ILX Hybrid Tech is $5,500 more than the Base ILX Hybrid and $7,500 more than its Honda Civic Hybrid cousin.","Build Quality (vs. $)",8,NA
"15",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","Acura does not offer options. Instead, the options are rolled into trim levels. Our ILX Hybrid Tech added navigation and a rearview camera.","Value","B",7,"Build quality is excellent for the segment, with nice, well-aligned trim pieces. With a starting price of $34,400 the ILX Hybrid Tech is $5,500 more than the Base ILX Hybrid and $7,500 more than its Honda Civic Hybrid cousin.","Features(vs. $)",7,NA
"16",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"C","7/3/2012","The MSRP of our test vehicle was $34,400. This is expensive for a compact luxury car, even a hybrid. ","Value","B",7,"Build quality is excellent for the segment, with nice, well-aligned trim pieces. With a starting price of $34,400 the ILX Hybrid Tech is $5,500 more than the Base ILX Hybrid and $7,500 more than its Honda Civic Hybrid cousin.","Cost",6,NA
"17",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"C","7/3/2012","Hybrids are all about fuel economy. The EPA estimates 39 mpg city/38 mpg highway. We averaged 35.2 mpg during our two-week test, well below the 40 mpg segment benchmarks.","Value","B",7,"Build quality is excellent for the segment, with nice, well-aligned trim pieces. With a starting price of $34,400 the ILX Hybrid Tech is $5,500 more than the Base ILX Hybrid and $7,500 more than its Honda Civic Hybrid cousin.","MPG",6.5,NA
"18",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","The ILX Hybrid's basic warranty is 4 years/50,000 miles. The drivetrain is covered for 6 years/70,000 miles. ","Value","B",7,"Build quality is excellent for the segment, with nice, well-aligned trim pieces. With a starting price of $34,400 the ILX Hybrid Tech is $5,500 more than the Base ILX Hybrid and $7,500 more than its Honda Civic Hybrid cousin.","Warranty",7,NA
"19",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","Owners get roadside assistance for 4 years/50,000 miles, and the confidence that Acura has a strong reputation for quality. ","Value","B",7,"Build quality is excellent for the segment, with nice, well-aligned trim pieces. With a starting price of $34,400 the ILX Hybrid Tech is $5,500 more than the Base ILX Hybrid and $7,500 more than its Honda Civic Hybrid cousin.","Ownership",7.5,NA
"20",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","This is a compact hybrid sedan. The driving experience is bland. Don't expect anything more and you won't be disappointed.","Fun To Drive","B",7,"Let's be honest, compact luxury hybrid sedans aren't designed with a fun driving experience in mind. Rather, these cars are built for a practical and economical reasons. Enthusiasts, other than hypermilers, need not apply. ","Driving Experience",7,NA
"21",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200419090,"Hybrid w/Technology Package 4dr Sedan (1.5L 4cyl gas/electric hybrid CVT)","Sedan","Hybrid","ILX Hybrid","hybrid","Hybrid w/Technology Package",100538929,2013,"B","7/3/2012","This car lacks any emotion, unless you consider frugality a personality trait. The ILX Hybrid goes from A to B with decent fuel conservation. That’s what you're getting here. ","Fun To Drive","B",7,"Let's be honest, compact luxury hybrid sedans aren't designed with a fun driving experience in mind. Rather, these cars are built for a practical and economical reasons. Enthusiasts, other than hypermilers, need not apply. ","Personality",7,NA
"22",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"C","5/30/2012","A 2.4L four-cylinder with the 6-sp manual hits 60 mph in 7.1 sec., which is slower than rivals. The 150-hp 2.0-liter with the 5-sp automatic is almost 2 sec. slower. In sum: It's a lackluster performer. ","Performance","B",7,"Since the free-revving 2.4L four-cylinder requires a manual transmission, few buyers will get the chance to enjoy it. Instead, they'll be stuck with the weak 2.0-liter base engine. The steering and handling are above average regardless of engine.","Acceleration",6,NA
"23",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"C","5/30/2012","In typical driving the brake pedal is quite responsive. At our test track we recorded 121 to 130-foot panic stops (average performances) from both 2.0L and 2.4L models with a bit of pedal fade in each car. ","Performance","B",7,"Since the free-revving 2.4L four-cylinder requires a manual transmission, few buyers will get the chance to enjoy it. Instead, they'll be stuck with the weak 2.0-liter base engine. The steering and handling are above average regardless of engine.","Braking",6,NA
"24",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","All ILX models feature a slightly sportier version of the Honda Civic's electric-assist power steering. It's precise and light, but offers little feedback enthusiasts might crave.","Performance","B",7,"Since the free-revving 2.4L four-cylinder requires a manual transmission, few buyers will get the chance to enjoy it. Instead, they'll be stuck with the weak 2.0-liter base engine. The steering and handling are above average regardless of engine.","Steering",8,NA
"25",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The ILX's comfortable ride does not diminish its competitive handling abilities: Good grip, predictable limits, and actually fun on challenging roads.","Performance","B",7,"Since the free-revving 2.4L four-cylinder requires a manual transmission, few buyers will get the chance to enjoy it. Instead, they'll be stuck with the weak 2.0-liter base engine. The steering and handling are above average regardless of engine.","Handling",8,NA
"26",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The ILX is reasonably well-rounded and easy to live with in most circumstances on a daily basis. However, its base engine's laggardly power will make life stressful entering freeways. ","Performance","B",7,"Since the free-revving 2.4L four-cylinder requires a manual transmission, few buyers will get the chance to enjoy it. Instead, they'll be stuck with the weak 2.0-liter base engine. The steering and handling are above average regardless of engine.","Driveability",7,NA
"27",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","Front seats are well-bolstered and comfy, but might lack the headroom taller drivers require (due to the standard sunroof). Rear seats offer more room/comfort than most compacts.","Comfort","A",8.5,"Acura's new ILX presents a low-impact alternative to high-strung Euro compact sedans. Its comfortable, quiet ride is only part of its appeal.","Seating Comfort",7.5,NA
"28",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"A","5/30/2012","One of the most comfortable rides in the compact car segment. Able to smooth all manner of bumps over a variety of surfaces.","Comfort","A",8.5,"Acura's new ILX presents a low-impact alternative to high-strung Euro compact sedans. Its comfortable, quiet ride is only part of its appeal.","Ride Comfort",9,NA
"29",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"A","5/30/2012","With both laminated glass and active noise cancellation, the ILX is a quiet car. Especially for a compact. ","Comfort","A",8.5,"Acura's new ILX presents a low-impact alternative to high-strung Euro compact sedans. Its comfortable, quiet ride is only part of its appeal.","Quietness",9,NA
"30",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","As expected in an Acura, the center stack is button-intensive. But it's highly legible and logically presented. We appreciate the analog gauges in lieu of digital readouts.","Interior","B",8,"Though this interior is based on the poorly appointed furnishings of the Honda Civic, the ILX shows that Acura still knows how to do it right.","Ergonomics",7.5,NA
"31",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","Decent entry/exit for a compact, without any real fuss or unexpected pitfalls.","Interior","B",8,"Though this interior is based on the poorly appointed furnishings of the Honda Civic, the ILX shows that Acura still knows how to do it right.","Ingress/Egress",7,NA
"32",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","There's a bit more room in the ILX's back seat than you'll find in other similarly-sized luxury cars like the Audi A3 and Mercedes-Benz CLA. Front seat space is simply average.","Interior","B",8,"Though this interior is based on the poorly appointed furnishings of the Honda Civic, the ILX shows that Acura still knows how to do it right.","Space/Room",8,NA
"33",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","Typical sedan sightlines supplemented by a standard rearview camera (a multi-view version is optional).","Interior","B",8,"Though this interior is based on the poorly appointed furnishings of the Honda Civic, the ILX shows that Acura still knows how to do it right.","Visibility",8,NA
"34",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The ILX has a 12.4 cu-ft trunk, which is about average for the class, but the opening is a bit narrow. The rear seat folds down as a single piece, not a 60/40 split like most competitors. ","Interior","B",8,"Though this interior is based on the poorly appointed furnishings of the Honda Civic, the ILX shows that Acura still knows how to do it right.","Cargo/Storage",7,NA
"35",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","Construction is top notch as expected of an Acura, but the materials are merely average and the overall ambiance feels more like that of a nice compact car instead of a small luxury car.","Value","B",8,"The Acura ILX is generously equipped and offers a lengthy warranty. However, it doesn't feel that much nicer than a loaded Honda Civic (upon which it's based) or other compact cars, and it has an unimpressive power-to-fuel economy factor. ","Build Quality (vs. $)",7,NA
"36",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The list of standard features on the ILX is impressive and up-level options are not overly expensive.","Value","B",8,"The Acura ILX is generously equipped and offers a lengthy warranty. However, it doesn't feel that much nicer than a loaded Honda Civic (upon which it's based) or other compact cars, and it has an unimpressive power-to-fuel economy factor. ","Features(vs. $)",8,NA
"37",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"A","5/30/2012","With a base ILX priced around $26K and a fully optioned ILX w/Technology package at about $31K, the luxury-branded Acura is aggressively priced for the segment regardless. ","Value","B",8,"The Acura ILX is generously equipped and offers a lengthy warranty. However, it doesn't feel that much nicer than a loaded Honda Civic (upon which it's based) or other compact cars, and it has an unimpressive power-to-fuel economy factor. ","Cost",9,NA
"38",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The most common ILX (2.0L 5-spd auto) earns 28 mpg combined, while the 2.4L gets 25 mpg combined. Both numbers are lower than the more powerful Mercedes CLA.  ","Value","B",8,"The Acura ILX is generously equipped and offers a lengthy warranty. However, it doesn't feel that much nicer than a loaded Honda Civic (upon which it's based) or other compact cars, and it has an unimpressive power-to-fuel economy factor. ","MPG",7,NA
"39",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The ILX is covered by a competitive 4-year/50,000-mile basic warranty. The powertrain warranty extends to 5 years/60,000 miles.","Value","B",8,"The Acura ILX is generously equipped and offers a lengthy warranty. However, it doesn't feel that much nicer than a loaded Honda Civic (upon which it's based) or other compact cars, and it has an unimpressive power-to-fuel economy factor. ","Warranty",8,NA
"40",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"A","5/30/2012","Roadside assistance is offered for 4 years/50,000 miles. Plus, Honda's Acura brand has a well-earned reputation of providing years of carefree ownership. The new ILX is poised to do the same.","Value","B",8,"The Acura ILX is generously equipped and offers a lengthy warranty. However, it doesn't feel that much nicer than a loaded Honda Civic (upon which it's based) or other compact cars, and it has an unimpressive power-to-fuel economy factor. ","Ownership",9,NA
"41",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","Some might compare the ILX to the Honda Civic, but the truth is that the ILX is far more polished and sophisticated in every way. ","Fun To Drive","B",7,"An ILX with the 2.4-liter 201-hp engine and a 6-speed manual transmission is reasonably fun, but few will actually buy it (because hardly anyone buys manual gearboxes anymore). There's nothing fun about the base 2.0L that most will buy.","Driving Experience",8,NA
"42",200002038,"Acura","acura","Acura_ILX","ILX","ilx",101418219,"4dr Sedan (2.0L 4cyl 5A)","Sedan",NA,"ILX Sedan","sedan","Base",100538929,2013,"B","5/30/2012","The ILX is neither frenetic nor boring. It won't put you to sleep nor have you thinking you're a racecar driver. It strikes a nice balance of sporty competence and sharp style.","Fun To Drive","B",7,"An ILX with the 2.4-liter 201-hp engine and a 6-speed manual transmission is reasonably fun, but few will actually buy it (because hardly anyone buys manual gearboxes anymore). There's nothing fun about the base 2.0L that most will buy.","Personality",7,NA
"43",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"B","2/19/2013","This 310-horsepower, 3.5-liter V6 is a good engine. It pulls hard to redline and is always smooth. Front tires will chirp off the line at full throttle.","Performance","B",7,"The RLX is nimble and wields enough horsepower to handle everyday tasks without issue. While it's dynamically more competent than some in the segment, the lack of a V8 option puts it at a disadvantage.","Acceleration",7.5,NA
"44",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"C","2/19/2013","Brake performance is about average for the segment. The RLX required 120 feet to reach a stop from 60 mph. Pedal feel is linear and predictable.","Performance","B",7,"The RLX is nimble and wields enough horsepower to handle everyday tasks without issue. While it's dynamically more competent than some in the segment, the lack of a V8 option puts it at a disadvantage.","Braking",6,NA
"45",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"B","2/19/2013","Steering response was as accurate during parking lot maneuvers as it was at speed. Good weight and decent feedback.","Performance","B",7,"The RLX is nimble and wields enough horsepower to handle everyday tasks without issue. While it's dynamically more competent than some in the segment, the lack of a V8 option puts it at a disadvantage.","Steering",7.5,NA
"46",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"B","2/19/2013","Acura Precision All-Wheel Steering (P-AWS) delivered predictable, confident and competent handling. But it's not a class leader. ","Performance","B",7,"The RLX is nimble and wields enough horsepower to handle everyday tasks without issue. While it's dynamically more competent than some in the segment, the lack of a V8 option puts it at a disadvantage.","Handling",8,NA
"47",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"B","2/19/2013","The RLX combines sport and luxury to make a car that is very easy to drive. It's slightly above average in just about every performance category. ","Performance","B",7,"The RLX is nimble and wields enough horsepower to handle everyday tasks without issue. While it's dynamically more competent than some in the segment, the lack of a V8 option puts it at a disadvantage.","Driveability",7,NA
"48",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"C","2/19/2013","The seat bottoms are on the flat side with little lateral support. Comfort was fine for most trips, but longer journeys required more shifting around in the seat.","Comfort","C",6.5,"The RLX rides unnecessarily harshly in our opinion. We understand the firm suspension turning is reflective of its sporty nature, but the rough ride takes away from areas where Acura gets things right.","Seating Comfort",6,NA
"49",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"C","2/19/2013","Ride quality is on the firm side. Both high- and low-frequency impacts can prove harsh. We also found these Michelin Primacy MXM4 tires follow rain grooves too easily. ","Comfort","C",6.5,"The RLX rides unnecessarily harshly in our opinion. We understand the firm suspension turning is reflective of its sporty nature, but the rough ride takes away from areas where Acura gets things right.","Ride Comfort",5.5,NA
"50",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"B","2/19/2013","A steady hum of tire noise finds its way into the cabin, but nothing the radio couldn't drown out. The lack of wind and engine noise is above average for the segment. ","Comfort","C",6.5,"The RLX rides unnecessarily harshly in our opinion. We understand the firm suspension turning is reflective of its sporty nature, but the rough ride takes away from areas where Acura gets things right.","Quietness",7.5,NA
"51",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"A","2/19/2013","A tilt-and-telescoping steering wheel, highly adjustable seats and minimal side bolstering nearly ensure that all body types will fit. All controls are easily labeled and reached.","Interior","B",7,"Most will find enough luxury to suit their needs inside the cabin. The interior was designed with ergonomic balance in mind. We found ample seat room, but the lack of a folding rear seat is disappointing. ","Ergonomics",8.5,NA
"52",200002038,"Acura","acura","Acura_RLX","RLX","rlx",101413824,"4dr Sedan (3.5L 6cyl 6A)","Sedan",NA,"RLX Sedan","sedan","Base",100539511,2014,"B","2/19/2013","The available easy-out seat and steering wheel feature help with climbing in and out of the RLX. But then, these features are the norm in this class of sedan.","Interior","B",7,"Most will find enough luxury to suit their needs inside the cabin. The interior was designed with ergonomic balance in mind. We found ample seat room, but the lack of a folding rear seat is disappointing. ","Ingress/Egress",7,NA
