"","styles.id","styles.name","styles.trim","styles.make.id","styles.make.name","styles.make.niceName","styles.model.id","styles.model.name","styles.model.niceName","styles.year.id","styles.year.year","styles.submodel.body","styles.submodel.modelName","styles.submodel.niceName","styles.submodel.fuel","stylesCount","cars.make","cars.model","cars.year","cars.api"
"21",100650684,"Touring 4dr SUV AWD w/Nav (3.5L 6cyl 5A)","Touring",200002038,"Acura","acura","Acura_MDX","MDX","mdx",100506940,2006,"SUV","MDX SUV","suv",NA,5,"acura","mdx","2006","https://api.edmunds.com/api/vehicle/v2/acura/mdx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"22",100650681,"4dr SUV AWD (3.5L 6cyl 5A)","Base",200002038,"Acura","acura","Acura_MDX","MDX","mdx",100506940,2006,"SUV","MDX SUV","suv",NA,5,"acura","mdx","2006","https://api.edmunds.com/api/vehicle/v2/acura/mdx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"23",100650682,"Touring 4dr SUV AWD (3.5L 6cyl 5A)","Touring",200002038,"Acura","acura","Acura_MDX","MDX","mdx",100506940,2006,"SUV","MDX SUV","suv",NA,5,"acura","mdx","2006","https://api.edmunds.com/api/vehicle/v2/acura/mdx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"24",200701416,"Technology Package 4dr Sedan (2.0L 4cyl 5A)","Technology Package",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200701415,2015,"Sedan","ILX Sedan","sedan",NA,4,"acura","ilx","2015","https://api.edmunds.com/api/vehicle/v2/acura/ilx/2015/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"25",200701419,"Premium Package 4dr Sedan (2.4L 4cyl 6M)","Premium Package",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200701415,2015,"Sedan","ILX Sedan","sedan",NA,4,"acura","ilx","2015","https://api.edmunds.com/api/vehicle/v2/acura/ilx/2015/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"26",200701417,"4dr Sedan (2.0L 4cyl 5A)","Base",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200701415,2015,"Sedan","ILX Sedan","sedan",NA,4,"acura","ilx","2015","https://api.edmunds.com/api/vehicle/v2/acura/ilx/2015/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"27",200701418,"Premium Package 4dr Sedan (2.0L 4cyl 5A)","Premium Package",200002038,"Acura","acura","Acura_ILX","ILX","ilx",200701415,2015,"Sedan","ILX Sedan","sedan",NA,4,"acura","ilx","2015","https://api.edmunds.com/api/vehicle/v2/acura/ilx/2015/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"28",101369629,"Technology Package 4dr Sedan (2.4L 4cyl 5A)","Technology Package",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100530509,2011,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2011","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2011/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"29",101369630,"4dr Sedan (3.5L 6cyl 5A)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100530509,2011,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2011","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2011/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"30",101369631,"Technology Package 4dr Sedan (3.5L 6cyl 5A)","Technology Package",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100530509,2011,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2011","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2011/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"31",101356398,"4dr Sedan (2.4L 4cyl 5A)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100530509,2011,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2011","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2011/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"32",101369628,"Technology Package 4dr Sedan (2.4L 4cyl 6M)","Technology Package",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100530509,2011,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2011","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2011/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"33",101254327,"4dr Sedan (2.4L 4cyl 6M)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100530509,2011,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2011","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2011/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"34",100668209,"4dr Sedan w/Navigation System (2.4L 4cyl 6M)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100507159,2006,"Sedan","TSX Sedan","sedan",NA,4,"acura","tsx","2006","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"35",100668206,"4dr Sedan (2.4L 4cyl 5A)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100507159,2006,"Sedan","TSX Sedan","sedan",NA,4,"acura","tsx","2006","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"36",100668208,"4dr Sedan w/Navigation System (2.4L 4cyl 5A)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100507159,2006,"Sedan","TSX Sedan","sedan",NA,4,"acura","tsx","2006","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"37",100668207,"4dr Sedan (2.4L 4cyl 6M)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100507159,2006,"Sedan","TSX Sedan","sedan",NA,4,"acura","tsx","2006","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2006/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"38",101174003,"Technology Package 4dr Sedan (2.4L 4cyl 6M)","Technology Package",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100527369,2010,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2010","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"39",101174004,"Technology Package 4dr Sedan (2.4L 4cyl 5A)","Technology Package",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100527369,2010,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2010","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"40",101147985,"4dr Sedan (2.4L 4cyl 6M)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100527369,2010,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2010","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"41",101174002,"4dr Sedan (2.4L 4cyl 5A)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100527369,2010,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2010","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"42",101174005,"4dr Sedan (3.5L 6cyl 5A)","Base",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100527369,2010,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2010","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"43",101174006,"Technology Package 4dr Sedan (3.5L 6cyl 5A)","Technology Package",200002038,"Acura","acura","Acura_TSX","TSX","tsx",100527369,2010,"Sedan","TSX Sedan","sedan",NA,6,"acura","tsx","2010","https://api.edmunds.com/api/vehicle/v2/acura/tsx/2010/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"44",100449884,"3.2 4dr Sedan (3.2L 6cyl 6M)","3.2",200002038,"Acura","acura","Acura_TL","TL","tl",100504945,2005,"Sedan","TL Sedan","sedan",NA,6,"acura","tl","2005","https://api.edmunds.com/api/vehicle/v2/acura/tl/2005/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"45",100449883,"3.2 4dr Sedan (3.2L 6cyl 5A)","3.2",200002038,"Acura","acura","Acura_TL","TL","tl",100504945,2005,"Sedan","TL Sedan","sedan",NA,6,"acura","tl","2005","https://api.edmunds.com/api/vehicle/v2/acura/tl/2005/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"46",100449886,"3.2 4dr Sedan w/Navigation System (3.2L 6cyl 6M)","3.2",200002038,"Acura","acura","Acura_TL","TL","tl",100504945,2005,"Sedan","TL Sedan","sedan",NA,6,"acura","tl","2005","https://api.edmunds.com/api/vehicle/v2/acura/tl/2005/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"47",100449885,"3.2 4dr Sedan w/Navigation System (3.2L 6cyl 5A)","3.2",200002038,"Acura","acura","Acura_TL","TL","tl",100504945,2005,"Sedan","TL Sedan","sedan",NA,6,"acura","tl","2005","https://api.edmunds.com/api/vehicle/v2/acura/tl/2005/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"48",100449888,"3.2 4dr Sedan w/Summer Tires and Navigation System (3.2L 6cyl 6M)","3.2",200002038,"Acura","acura","Acura_TL","TL","tl",100504945,2005,"Sedan","TL Sedan","sedan",NA,6,"acura","tl","2005","https://api.edmunds.com/api/vehicle/v2/acura/tl/2005/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"49",100449887,"3.2 4dr Sedan w/Summer Tires (3.2L 6cyl 6M)","3.2",200002038,"Acura","acura","Acura_TL","TL","tl",100504945,2005,"Sedan","TL Sedan","sedan",NA,6,"acura","tl","2005","https://api.edmunds.com/api/vehicle/v2/acura/tl/2005/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"50",100905541,"4dr SUV AWD w/Technology Package (2.3L 4cyl Turbo 5A)","Base",200002038,"Acura","acura","Acura_RDX","RDX","rdx",100523811,2008,"SUV","RDX SUV","suv",NA,2,"acura","rdx","2008","https://api.edmunds.com/api/vehicle/v2/acura/rdx/2008/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
"51",100905540,"4dr SUV AWD (2.3L 4cyl Turbo 5A)","Base",200002038,"Acura","acura","Acura_RDX","RDX","rdx",100523811,2008,"SUV","RDX SUV","suv",NA,2,"acura","rdx","2008","https://api.edmunds.com/api/vehicle/v2/acura/rdx/2008/styles?state=used&view=basic&fmt=json&api_key=5gttt525w7ktadeqkytk2jez"
